"","X","url_name","user_name","review_links","Rank","Reviews","Helpful_votes","X._helpful","last_page","scraper"
"6380",6380,"AKV2BGUT50B1X","Carl Robinson","/gp/cdp/member-reviews/AKV2BGUT50B1X/ref=cm_cr_tr_tbl_6380_sar?ie=UTF8&sort_by=MostRecentReview","# 6,380 ",505,615,0.96,50,"Joe"
"6381",6381,"A1QTICTBQKS6I6","No Name","/gp/cdp/member-reviews/A1QTICTBQKS6I6/ref=cm_cr_tr_tbl_6381_sar?ie=UTF8&sort_by=MostRecentReview","# 6,381 ",248,896,0.96,24,"Curtis"
"6382",6382,"A1OUQCTNVKPVR9","Timboliah PantsOnFiyah","/gp/cdp/member-reviews/A1OUQCTNVKPVR9/ref=cm_cr_tr_tbl_6382_sar?ie=UTF8&sort_by=MostRecentReview","# 6,382 ",112,5075,0.96,11,"Ryan"
"6383",6383,"A2H0KRYUBMDNWY","CrazysaidWhat","/gp/cdp/member-reviews/A2H0KRYUBMDNWY/ref=cm_cr_tr_tbl_6383_sar?ie=UTF8&sort_by=MostRecentReview","# 6,383 ",285,542,0.96,28,"Nate"
"6384",6384,"A1N16EU00XJWRD","Anibal Madeira","/gp/cdp/member-reviews/A1N16EU00XJWRD/ref=cm_cr_tr_tbl_6384_sar?ie=UTF8&sort_by=MostRecentReview","# 6,384 ",391,871,0.96,39,"Joe"
"6385",6385,"A19SFY6Y467ZCU","Dottie Miley","/gp/cdp/member-reviews/A19SFY6Y467ZCU/ref=cm_cr_tr_tbl_6385_sar?ie=UTF8&sort_by=MostRecentReview","# 6,385 ",615,1787,0.96,61,"Curtis"
"6386",6386,"AS4RH2V1SKZV5","Ryan Cawdor","/gp/cdp/member-reviews/AS4RH2V1SKZV5/ref=cm_cr_tr_tbl_6386_sar?ie=UTF8&sort_by=MostRecentReview","# 6,386 ",73,659,0.96,7,"Ryan"
"6387",6387,"A1UG4J8DEG9NVW","ResearchingMom","/gp/cdp/member-reviews/A1UG4J8DEG9NVW/ref=cm_cr_tr_tbl_6387_sar?ie=UTF8&sort_by=MostRecentReview","# 6,387 ",360,1311,0.96,36,"Nate"
"6388",6388,"A1WY3G0O1R8DN1","Steven Coburn","/gp/cdp/member-reviews/A1WY3G0O1R8DN1/ref=cm_cr_tr_tbl_6388_sar?ie=UTF8&sort_by=MostRecentReview","# 6,388 ",71,361,0.96,7,"Joe"
"6389",6389,"A4DVZ4SJ5NXZ3","M. Spalmacin","/gp/cdp/member-reviews/A4DVZ4SJ5NXZ3/ref=cm_cr_tr_tbl_6389_sar?ie=UTF8&sort_by=MostRecentReview","# 6,389 ",182,676,0.96,18,"Curtis"
"6390",6390,"A2ZYOX83Y8G1QG","bameiboo","/gp/cdp/member-reviews/A2ZYOX83Y8G1QG/ref=cm_cr_tr_tbl_6390_sar?ie=UTF8&sort_by=MostRecentReview","# 6,390 ",149,359,0.96,14,"Ryan"
"6391",6391,"A2FRX6U8BHO60G","courtney madenford","/gp/cdp/member-reviews/A2FRX6U8BHO60G/ref=cm_cr_tr_tbl_6391_sar?ie=UTF8&sort_by=MostRecentReview","# 6,391 ",53,798,0.96,5,"Nate"
"6392",6392,"A2TAR3Z8NXQHJL","L. J.","/gp/cdp/member-reviews/A2TAR3Z8NXQHJL/ref=cm_cr_tr_tbl_6392_sar?ie=UTF8&sort_by=MostRecentReview","# 6,392 ",76,976,0.96,7,"Joe"
"6393",6393,"A3EV8JA23IUP7O","Charlie Howard","/gp/cdp/member-reviews/A3EV8JA23IUP7O/ref=cm_cr_tr_tbl_6393_sar?ie=UTF8&sort_by=MostRecentReview","# 6,393 ",175,1509,0.96,17,"Curtis"
"6394",6394,"A3D8DESIRKWNT7","BEAU","/gp/cdp/member-reviews/A3D8DESIRKWNT7/ref=cm_cr_tr_tbl_6394_sar?ie=UTF8&sort_by=MostRecentReview","# 6,394 ",684,341,0.96,68,"Ryan"
"6395",6395,"A9EDW7121Q1W7","Toi","/gp/cdp/member-reviews/A9EDW7121Q1W7/ref=cm_cr_tr_tbl_6395_sar?ie=UTF8&sort_by=MostRecentReview","# 6,395 ",278,430,0.96,27,"Nate"
"6396",6396,"A3M3DF2SPC6P8A","phoenix2000","/gp/cdp/member-reviews/A3M3DF2SPC6P8A/ref=cm_cr_tr_tbl_6396_sar?ie=UTF8&sort_by=MostRecentReview","# 6,396 ",378,891,0.96,37,"Joe"
"6397",6397,"A17WJ14DHCVPIY","Oland T. Whitecotton","/gp/cdp/member-reviews/A17WJ14DHCVPIY/ref=cm_cr_tr_tbl_6397_sar?ie=UTF8&sort_by=MostRecentReview","# 6,397 ",108,720,0.96,10,"Curtis"
"6398",6398,"AVPMKKIH917M8","Cindy","/gp/cdp/member-reviews/AVPMKKIH917M8/ref=cm_cr_tr_tbl_6398_sar?ie=UTF8&sort_by=MostRecentReview","# 6,398 ",258,687,0.96,25,"Ryan"
"6399",6399,"AUGU89R1XNKX9","Desert Mambo","/gp/cdp/member-reviews/AUGU89R1XNKX9/ref=cm_cr_tr_tbl_6399_sar?ie=UTF8&sort_by=MostRecentReview","# 6,399 ",203,607,0.96,20,"Nate"
"6400",6400,"A1GLLM1TCKRW10","Tourpilot","/gp/cdp/member-reviews/A1GLLM1TCKRW10/ref=cm_cr_tr_tbl_6400_sar?ie=UTF8&sort_by=MostRecentReview","# 6,400 ",82,987,0.96,8,"Joe"
"6401",6401,"A1ZJDK8EWIWF45","RagingBuddhist","/gp/cdp/member-reviews/A1ZJDK8EWIWF45/ref=cm_cr_tr_tbl_6401_sar?ie=UTF8&sort_by=MostRecentReview","# 6,401 ",66,1012,0.96,6,"Curtis"
"6402",6402,"A35KVDOAIXUQU","Nikilet","/gp/cdp/member-reviews/A35KVDOAIXUQU/ref=cm_cr_tr_tbl_6402_sar?ie=UTF8&sort_by=MostRecentReview","# 6,402 ",245,675,0.96,24,"Ryan"
"6403",6403,"APBI174XFSX2","For the Love of Books","/gp/cdp/member-reviews/APBI174XFSX2/ref=cm_cr_tr_tbl_6403_sar?ie=UTF8&sort_by=MostRecentReview","# 6,403 ",320,379,0.96,32,"Nate"
"6404",6404,"A33DUVUIC7G553","Ryan D","/gp/cdp/member-reviews/A33DUVUIC7G553/ref=cm_cr_tr_tbl_6404_sar?ie=UTF8&sort_by=MostRecentReview","# 6,404 ",291,389,0.96,29,"Joe"
"6405",6405,"A2N3YEWIMIK38D","Deidre512","/gp/cdp/member-reviews/A2N3YEWIMIK38D/ref=cm_cr_tr_tbl_6405_sar?ie=UTF8&sort_by=MostRecentReview","# 6,405 ",99,334,0.96,9,"Curtis"
"6406",6406,"A1CDNTB7377YH2","Michael A. Newman","/gp/cdp/member-reviews/A1CDNTB7377YH2/ref=cm_cr_tr_tbl_6406_sar?ie=UTF8&sort_by=MostRecentReview","# 6,406 ",1165,4285,0.96,116,"Ryan"
"6407",6407,"ANGS3A242MPLP","e.m.","/gp/cdp/member-reviews/ANGS3A242MPLP/ref=cm_cr_tr_tbl_6407_sar?ie=UTF8&sort_by=MostRecentReview","# 6,407 ",227,450,0.96,22,"Nate"
"6408",6408,"ACX80IV6CGBZ0","Gagewyn","/gp/cdp/member-reviews/ACX80IV6CGBZ0/ref=cm_cr_tr_tbl_6408_sar?ie=UTF8&sort_by=MostRecentReview","# 6,408 ",741,2181,0.96,74,"Joe"
"6409",6409,"A1TSOWAPTYG6NU","Bill Gallagher","/gp/cdp/member-reviews/A1TSOWAPTYG6NU/ref=cm_cr_tr_tbl_6409_sar?ie=UTF8&sort_by=MostRecentReview","# 6,409 ",71,2038,0.96,7,"Curtis"
"6410",6410,"A2SK736KN60MK2","SandrasKitchenNook","/gp/cdp/member-reviews/A2SK736KN60MK2/ref=cm_cr_tr_tbl_6410_sar?ie=UTF8&sort_by=MostRecentReview","# 6,410 ",259,755,0.96,25,"Ryan"
"6411",6411,"A366S12KCZ280V","Janet Chandler","/gp/cdp/member-reviews/A366S12KCZ280V/ref=cm_cr_tr_tbl_6411_sar?ie=UTF8&sort_by=MostRecentReview","# 6,411 ",492,514,0.96,49,"Nate"
"6412",6412,"A1GPDE0SVI2EUP","A Customer","/gp/cdp/member-reviews/A1GPDE0SVI2EUP/ref=cm_cr_tr_tbl_6412_sar?ie=UTF8&sort_by=MostRecentReview","# 6,412 ",337,2276,0.96,33,"Joe"
"6413",6413,"A1M2UIBQGKEUAU","Susan Elizabeth Barton - eBook Review Gal","/gp/cdp/member-reviews/A1M2UIBQGKEUAU/ref=cm_cr_tr_tbl_6413_sar?ie=UTF8&sort_by=MostRecentReview","# 6,413 ",181,417,0.96,18,"Curtis"
"6414",6414,"A1VH5SRP1KZR13","Kristina O'Donnelly","/gp/cdp/member-reviews/A1VH5SRP1KZR13/ref=cm_cr_tr_tbl_6414_sar?ie=UTF8&sort_by=MostRecentReview","# 6,414 ",90,1193,0.96,9,"Ryan"
"6415",6415,"A3TKA7DBGO394J","firebomb","/gp/cdp/member-reviews/A3TKA7DBGO394J/ref=cm_cr_tr_tbl_6415_sar?ie=UTF8&sort_by=MostRecentReview","# 6,415 ",157,827,0.96,15,"Nate"
"6416",6416,"AANX9NO7ZERI2","CAMPJEEP","/gp/cdp/member-reviews/AANX9NO7ZERI2/ref=cm_cr_tr_tbl_6416_sar?ie=UTF8&sort_by=MostRecentReview","# 6,416 ",33,1568,0.96,3,"Joe"
"6417",6417,"A1A2F1ZOWOPNJB","Al","/gp/cdp/member-reviews/A1A2F1ZOWOPNJB/ref=cm_cr_tr_tbl_6417_sar?ie=UTF8&sort_by=MostRecentReview","# 6,417 ",313,1127,0.96,31,"Curtis"
"6418",6418,"A3O9A7B0KJO88B","Charly T. Anchor","/gp/cdp/member-reviews/A3O9A7B0KJO88B/ref=cm_cr_tr_tbl_6418_sar?ie=UTF8&sort_by=MostRecentReview","# 6,418 ",631,1587,0.96,63,"Ryan"
"6419",6419,"A191M1BD1PWVGO","A Customer","/gp/cdp/member-reviews/A191M1BD1PWVGO/ref=cm_cr_tr_tbl_6419_sar?ie=UTF8&sort_by=MostRecentReview","# 6,419 ",93,376,0.96,9,"Nate"
"6420",6420,"A3OJV8A6D434X5","EJ","/gp/cdp/member-reviews/A3OJV8A6D434X5/ref=cm_cr_tr_tbl_6420_sar?ie=UTF8&sort_by=MostRecentReview","# 6,420 ",196,8179,0.96,19,"Joe"
"6421",6421,"A3U3BEZMH3F01Q","maskirovka","/gp/cdp/member-reviews/A3U3BEZMH3F01Q/ref=cm_cr_tr_tbl_6421_sar?ie=UTF8&sort_by=MostRecentReview","# 6,421 ",253,3007,0.96,25,"Curtis"
"6422",6422,"A2XH6KI5ZLRLPS","Redz","/gp/cdp/member-reviews/A2XH6KI5ZLRLPS/ref=cm_cr_tr_tbl_6422_sar?ie=UTF8&sort_by=MostRecentReview","# 6,422 ",1524,959,0.96,152,"Ryan"
"6423",6423,"A3CFBDIKSJNYFE","Dan Panetti","/gp/cdp/member-reviews/A3CFBDIKSJNYFE/ref=cm_cr_tr_tbl_6423_sar?ie=UTF8&sort_by=MostRecentReview","# 6,423 ",358,2558,0.96,35,"Nate"
"6424",6424,"A343Y76WJTBYP6","Shelly Itkin","/gp/cdp/member-reviews/A343Y76WJTBYP6/ref=cm_cr_tr_tbl_6424_sar?ie=UTF8&sort_by=MostRecentReview","# 6,424 ",440,1364,0.96,44,"Joe"
"6425",6425,"AJBZ2KHSPIXQY","J. Hurley","/gp/cdp/member-reviews/AJBZ2KHSPIXQY/ref=cm_cr_tr_tbl_6425_sar?ie=UTF8&sort_by=MostRecentReview","# 6,425 ",184,432,0.96,18,"Curtis"
"6426",6426,"A2G4WMA9CSB6QS","MGM","/gp/cdp/member-reviews/A2G4WMA9CSB6QS/ref=cm_cr_tr_tbl_6426_sar?ie=UTF8&sort_by=MostRecentReview","# 6,426 ",400,523,0.96,40,"Ryan"
"6427",6427,"A188JOXWF4EY1R","Ann B. Hibbard","/gp/cdp/member-reviews/A188JOXWF4EY1R/ref=cm_cr_tr_tbl_6427_sar?ie=UTF8&sort_by=MostRecentReview","# 6,427 ",353,797,0.96,35,"Nate"
"6428",6428,"A34U8QSCC44D5L","Phoebe Brown","/gp/cdp/member-reviews/A34U8QSCC44D5L/ref=cm_cr_tr_tbl_6428_sar?ie=UTF8&sort_by=MostRecentReview","# 6,428 ",310,451,0.96,31,"Joe"
"6429",6429,"AJ293T1MBB2TD","MrsLeif","/gp/cdp/member-reviews/AJ293T1MBB2TD/ref=cm_cr_tr_tbl_6429_sar?ie=UTF8&sort_by=MostRecentReview","# 6,429 ",248,669,0.96,24,"Curtis"
"6430",6430,"A3RXDILVWRBXJC","Rebecca J. Hulit","/gp/cdp/member-reviews/A3RXDILVWRBXJC/ref=cm_cr_tr_tbl_6430_sar?ie=UTF8&sort_by=MostRecentReview","# 6,430 ",138,634,0.96,13,"Ryan"
"6431",6431,"A2KE6F9IE0LWXN","Amazon Reviewer","/gp/cdp/member-reviews/A2KE6F9IE0LWXN/ref=cm_cr_tr_tbl_6431_sar?ie=UTF8&sort_by=MostRecentReview","# 6,431 ",108,139,0.96,10,"Nate"
"6432",6432,"A1X64HF17UU8TX","Emma","/gp/cdp/member-reviews/A1X64HF17UU8TX/ref=cm_cr_tr_tbl_6432_sar?ie=UTF8&sort_by=MostRecentReview","# 6,432 ",598,597,0.96,59,"Joe"
"6433",6433,"A1HQ56HXZQJ1WU","HailAtlantis","/gp/cdp/member-reviews/A1HQ56HXZQJ1WU/ref=cm_cr_tr_tbl_6433_sar?ie=UTF8&sort_by=MostRecentReview","# 6,433 ",86,432,0.96,8,"Curtis"
"6434",6434,"A1C4XZPPK9CBUM","Cobra","/gp/cdp/member-reviews/A1C4XZPPK9CBUM/ref=cm_cr_tr_tbl_6434_sar?ie=UTF8&sort_by=MostRecentReview","# 6,434 ",531,662,0.96,53,"Ryan"
"6435",6435,"ACMTXF149WP1O","Texguy","/gp/cdp/member-reviews/ACMTXF149WP1O/ref=cm_cr_tr_tbl_6435_sar?ie=UTF8&sort_by=MostRecentReview","# 6,435 ",61,853,0.96,6,"Nate"
"6436",6436,"A3SOK1G3SP4PL8","R. Kim","/gp/cdp/member-reviews/A3SOK1G3SP4PL8/ref=cm_cr_tr_tbl_6436_sar?ie=UTF8&sort_by=MostRecentReview","# 6,436 ",177,703,0.96,17,"Joe"
"6437",6437,"A2GL4MDTO3B45L","kellyfish","/gp/cdp/member-reviews/A2GL4MDTO3B45L/ref=cm_cr_tr_tbl_6437_sar?ie=UTF8&sort_by=MostRecentReview","# 6,437 ",84,538,0.96,8,"Curtis"
"6438",6438,"A25KVM6GJBLISZ","John F. Wright","/gp/cdp/member-reviews/A25KVM6GJBLISZ/ref=cm_cr_tr_tbl_6438_sar?ie=UTF8&sort_by=MostRecentReview","# 6,438 ",496,1581,0.96,49,"Ryan"
"6439",6439,"AIY4H4KWR2KWZ","MadMacs","/gp/cdp/member-reviews/AIY4H4KWR2KWZ/ref=cm_cr_tr_tbl_6439_sar?ie=UTF8&sort_by=MostRecentReview","# 6,439 ",452,1535,0.96,45,"Nate"
"6440",6440,"A1M9126YPQPS3L","Amazon Customer","/gp/cdp/member-reviews/A1M9126YPQPS3L/ref=cm_cr_tr_tbl_6440_sar?ie=UTF8&sort_by=MostRecentReview","# 6,440 ",283,2240,0.96,28,"Joe"
"6441",6441,"ARKF8GB54FV65","Becky Brooks","/gp/cdp/member-reviews/ARKF8GB54FV65/ref=cm_cr_tr_tbl_6441_sar?ie=UTF8&sort_by=MostRecentReview","# 6,441 ",202,553,0.96,20,"Curtis"
"6442",6442,"A133ZC2Z8MAIED","Kevin M Quigg","/gp/cdp/member-reviews/A133ZC2Z8MAIED/ref=cm_cr_tr_tbl_6442_sar?ie=UTF8&sort_by=MostRecentReview","# 6,442 ",1334,4177,0.96,133,"Ryan"
"6443",6443,"A3N0UVZCDZ9YMD","Tammy Hall","/gp/cdp/member-reviews/A3N0UVZCDZ9YMD/ref=cm_cr_tr_tbl_6443_sar?ie=UTF8&sort_by=MostRecentReview","# 6,443 ",373,502,0.96,37,"Nate"
"6444",6444,"A1436SUXRPFX9V","Pink Samurai","/gp/cdp/member-reviews/A1436SUXRPFX9V/ref=cm_cr_tr_tbl_6444_sar?ie=UTF8&sort_by=MostRecentReview","# 6,444 ",787,313,0.96,78,"Joe"
"6445",6445,"A3FA78E0G3G4GQ","Sylverdollar","/gp/cdp/member-reviews/A3FA78E0G3G4GQ/ref=cm_cr_tr_tbl_6445_sar?ie=UTF8&sort_by=MostRecentReview","# 6,445 ",819,872,0.96,81,"Curtis"
"6446",6446,"A3MWYPZBKL1NJ","Jeffery Mingo","/gp/cdp/member-reviews/A3MWYPZBKL1NJ/ref=cm_cr_tr_tbl_6446_sar?ie=UTF8&sort_by=MostRecentReview","# 6,446 ",1968,8071,0.96,196,"Ryan"
"6447",6447,"ABNMD6670TV53","R. Kolin","/gp/cdp/member-reviews/ABNMD6670TV53/ref=cm_cr_tr_tbl_6447_sar?ie=UTF8&sort_by=MostRecentReview","# 6,447 ",410,920,0.96,41,"Nate"
"6448",6448,"ASAVPW3PD4R3A","C","/gp/cdp/member-reviews/ASAVPW3PD4R3A/ref=cm_cr_tr_tbl_6448_sar?ie=UTF8&sort_by=MostRecentReview","# 6,448 ",87,575,0.96,8,"Joe"
"6449",6449,"A2S964RUFXWWV3","S. J. MCCONWAY","/gp/cdp/member-reviews/A2S964RUFXWWV3/ref=cm_cr_tr_tbl_6449_sar?ie=UTF8&sort_by=MostRecentReview","# 6,449 ",85,503,0.96,8,"Curtis"
"6450",6450,"AXMPNTJU89DYS","Bill M.","/gp/cdp/member-reviews/AXMPNTJU89DYS/ref=cm_cr_tr_tbl_6450_sar?ie=UTF8&sort_by=MostRecentReview","# 6,450 ",204,697,0.96,20,"Ryan"
"6451",6451,"A17NAY0SGPJZX4","Michelle in NH","/gp/cdp/member-reviews/A17NAY0SGPJZX4/ref=cm_cr_tr_tbl_6451_sar?ie=UTF8&sort_by=MostRecentReview","# 6,451 ",144,537,0.96,14,"Nate"
"6452",6452,"A2Z3643FSM4PAQ","Joe Smart","/gp/cdp/member-reviews/A2Z3643FSM4PAQ/ref=cm_cr_tr_tbl_6452_sar?ie=UTF8&sort_by=MostRecentReview","# 6,452 ",389,1166,0.96,38,"Joe"
"6453",6453,"AHB2IEW549M3G","linghk","/gp/cdp/member-reviews/AHB2IEW549M3G/ref=cm_cr_tr_tbl_6453_sar?ie=UTF8&sort_by=MostRecentReview","# 6,453 ",146,272,0.96,14,"Curtis"
"6454",6454,"A23TQDWMUA4F6Y","Tanya","/gp/cdp/member-reviews/A23TQDWMUA4F6Y/ref=cm_cr_tr_tbl_6454_sar?ie=UTF8&sort_by=MostRecentReview","# 6,454 ",412,390,0.96,41,"Ryan"
"6455",6455,"A1ZS1VB0XVJ2VI","mint tea","/gp/cdp/member-reviews/A1ZS1VB0XVJ2VI/ref=cm_cr_tr_tbl_6455_sar?ie=UTF8&sort_by=MostRecentReview","# 6,455 ",486,513,0.96,48,"Nate"
"6456",6456,"A1A7YPC6UBZZIY","Liz @ Fictional Candy","/gp/cdp/member-reviews/A1A7YPC6UBZZIY/ref=cm_cr_tr_tbl_6456_sar?ie=UTF8&sort_by=MostRecentReview","# 6,456 ",430,596,0.96,43,"Joe"
"6457",6457,"A3TL57F6QKNTL1","C.Jones","/gp/cdp/member-reviews/A3TL57F6QKNTL1/ref=cm_cr_tr_tbl_6457_sar?ie=UTF8&sort_by=MostRecentReview","# 6,457 ",136,378,0.96,13,"Curtis"
"6458",6458,"A1N2G77N9ZO1AL","Victoria Montgomery","/gp/cdp/member-reviews/A1N2G77N9ZO1AL/ref=cm_cr_tr_tbl_6458_sar?ie=UTF8&sort_by=MostRecentReview","# 6,458 ",92,517,0.96,9,"Ryan"
"6459",6459,"A3QGL4W4KC6I45","Marke R. Weeks","/gp/cdp/member-reviews/A3QGL4W4KC6I45/ref=cm_cr_tr_tbl_6459_sar?ie=UTF8&sort_by=MostRecentReview","# 6,459 ",360,873,0.96,36,"Nate"
"6460",6460,"A14RNU5S6FW7Y1","Nereus","/gp/cdp/member-reviews/A14RNU5S6FW7Y1/ref=cm_cr_tr_tbl_6460_sar?ie=UTF8&sort_by=MostRecentReview","# 6,460 ",74,1609,0.96,7,"Joe"
"6461",6461,"A9PG9ODPPP31N","Beth Chrisinger","/gp/cdp/member-reviews/A9PG9ODPPP31N/ref=cm_cr_tr_tbl_6461_sar?ie=UTF8&sort_by=MostRecentReview","# 6,461 ",430,218,0.96,43,"Curtis"
"6462",6462,"A1G1B7UE7D675U","Colleen Cassidy","/gp/cdp/member-reviews/A1G1B7UE7D675U/ref=cm_cr_tr_tbl_6462_sar?ie=UTF8&sort_by=MostRecentReview","# 6,462 ",609,182,0.96,60,"Ryan"
"6463",6463,"A3QXBRMHPZPIIP","Oceaneco1","/gp/cdp/member-reviews/A3QXBRMHPZPIIP/ref=cm_cr_tr_tbl_6463_sar?ie=UTF8&sort_by=MostRecentReview","# 6,463 ",100,436,0.96,10,"Nate"
"6464",6464,"A3JRCCZFKAF52","MMG","/gp/cdp/member-reviews/A3JRCCZFKAF52/ref=cm_cr_tr_tbl_6464_sar?ie=UTF8&sort_by=MostRecentReview","# 6,464 ",175,558,0.96,17,"Joe"
"6465",6465,"A79372WBA9IJM","Miss Kitty","/gp/cdp/member-reviews/A79372WBA9IJM/ref=cm_cr_tr_tbl_6465_sar?ie=UTF8&sort_by=MostRecentReview","# 6,465 ",624,1110,0.96,62,"Curtis"
"6466",6466,"A21FO8HXJECL08","WILLIAM WOOD","/gp/cdp/member-reviews/A21FO8HXJECL08/ref=cm_cr_tr_tbl_6466_sar?ie=UTF8&sort_by=MostRecentReview","# 6,466 ",255,730,0.96,25,"Ryan"
"6467",6467,"A28IJJHQCYM2X8","Bruce Almighty","/gp/cdp/member-reviews/A28IJJHQCYM2X8/ref=cm_cr_tr_tbl_6467_sar?ie=UTF8&sort_by=MostRecentReview","# 6,467 ",50,607,0.96,5,"Nate"
"6468",6468,"A1EOAR5DG2OZ95","Christopher Lee","/gp/cdp/member-reviews/A1EOAR5DG2OZ95/ref=cm_cr_tr_tbl_6468_sar?ie=UTF8&sort_by=MostRecentReview","# 6,468 ",60,2843,0.96,6,"Joe"
"6469",6469,"A1O96IRCAIDZRQ","T. Graczewski","/gp/cdp/member-reviews/A1O96IRCAIDZRQ/ref=cm_cr_tr_tbl_6469_sar?ie=UTF8&sort_by=MostRecentReview","# 6,469 ",245,3540,0.96,24,"Curtis"
"6470",6470,"A1AQQ78YJG625L","BigBoy","/gp/cdp/member-reviews/A1AQQ78YJG625L/ref=cm_cr_tr_tbl_6470_sar?ie=UTF8&sort_by=MostRecentReview","# 6,470 ",196,606,0.96,19,"Ryan"
"6471",6471,"AK2CXHH9VRZ2A","I. G.","/gp/cdp/member-reviews/AK2CXHH9VRZ2A/ref=cm_cr_tr_tbl_6471_sar?ie=UTF8&sort_by=MostRecentReview","# 6,471 ",289,827,0.96,28,"Nate"
"6472",6472,"A1MFAPVBW9BEGD","SanPa","/gp/cdp/member-reviews/A1MFAPVBW9BEGD/ref=cm_cr_tr_tbl_6472_sar?ie=UTF8&sort_by=MostRecentReview","# 6,472 ",390,1064,0.96,39,"Joe"
"6473",6473,"A1M0VD70MFVSSI","Ditsy Mitzi","/gp/cdp/member-reviews/A1M0VD70MFVSSI/ref=cm_cr_tr_tbl_6473_sar?ie=UTF8&sort_by=MostRecentReview","# 6,473 ",224,1078,0.96,22,"Curtis"
"6474",6474,"A2PAC3VTCX6BDR","Miriam","/gp/cdp/member-reviews/A2PAC3VTCX6BDR/ref=cm_cr_tr_tbl_6474_sar?ie=UTF8&sort_by=MostRecentReview","# 6,474 ",181,564,0.96,18,"Ryan"
"6475",6475,"A21B2TJBWCSK1R","Cubist","/gp/cdp/member-reviews/A21B2TJBWCSK1R/ref=cm_cr_tr_tbl_6475_sar?ie=UTF8&sort_by=MostRecentReview","# 6,475 ",530,8961,0.96,53,"Nate"
"6476",6476,"A1HTDH4UD75OQ2","James F. Rendek","/gp/cdp/member-reviews/A1HTDH4UD75OQ2/ref=cm_cr_tr_tbl_6476_sar?ie=UTF8&sort_by=MostRecentReview","# 6,476 ",590,810,0.96,59,"Joe"
"6477",6477,"A3V2ALCUWFHAIZ","Nanee &#34; Up All Night Read All Day ..Blog&#34;","/gp/cdp/member-reviews/A3V2ALCUWFHAIZ/ref=cm_cr_tr_tbl_6477_sar?ie=UTF8&sort_by=MostRecentReview","# 6,477 ",672,802,0.96,67,"Curtis"
"6478",6478,"APD7XINUVG5AL","Joshua V. Schneider","/gp/cdp/member-reviews/APD7XINUVG5AL/ref=cm_cr_tr_tbl_6478_sar?ie=UTF8&sort_by=MostRecentReview","# 6,478 ",323,1847,0.96,32,"Ryan"
"6479",6479,"A11EXFO14WEJM1","BW & ABAP","/gp/cdp/member-reviews/A11EXFO14WEJM1/ref=cm_cr_tr_tbl_6479_sar?ie=UTF8&sort_by=MostRecentReview","# 6,479 ",445,1615,0.96,44,"Nate"
"6480",6480,"A3H9NI5FUXYATL","CA reader","/gp/cdp/member-reviews/A3H9NI5FUXYATL/ref=cm_cr_tr_tbl_6480_sar?ie=UTF8&sort_by=MostRecentReview","# 6,480 ",72,2242,0.96,7,"Joe"
"6481",6481,"A34QKW1Y84EHIT","DBSugar","/gp/cdp/member-reviews/A34QKW1Y84EHIT/ref=cm_cr_tr_tbl_6481_sar?ie=UTF8&sort_by=MostRecentReview","# 6,481 ",191,740,0.96,19,"Curtis"
"6482",6482,"A142UV53K381N9","David H. Birley","/gp/cdp/member-reviews/A142UV53K381N9/ref=cm_cr_tr_tbl_6482_sar?ie=UTF8&sort_by=MostRecentReview","# 6,482 ",479,1282,0.96,47,"Ryan"
"6483",6483,"A16973B6RTGVE","RagenRat","/gp/cdp/member-reviews/A16973B6RTGVE/ref=cm_cr_tr_tbl_6483_sar?ie=UTF8&sort_by=MostRecentReview","# 6,483 ",297,736,0.96,29,"Nate"
"6484",6484,"A22O5IG6OG2QBP","The Baking Bookworm","/gp/cdp/member-reviews/A22O5IG6OG2QBP/ref=cm_cr_tr_tbl_6484_sar?ie=UTF8&sort_by=MostRecentReview","# 6,484 ",236,607,0.96,23,"Joe"
"6485",6485,"A3ORWAR4CAOPAC","DRob","/gp/cdp/member-reviews/A3ORWAR4CAOPAC/ref=cm_cr_tr_tbl_6485_sar?ie=UTF8&sort_by=MostRecentReview","# 6,485 ",475,1816,0.96,47,"Curtis"
"6486",6486,"A2YEZ8Z3BW2SKG","eric melzer","/gp/cdp/member-reviews/A2YEZ8Z3BW2SKG/ref=cm_cr_tr_tbl_6486_sar?ie=UTF8&sort_by=MostRecentReview","# 6,486 ",273,1220,0.96,27,"Ryan"
"6487",6487,"AEMSR4TMYD2ZA","E. DeJesus","/gp/cdp/member-reviews/AEMSR4TMYD2ZA/ref=cm_cr_tr_tbl_6487_sar?ie=UTF8&sort_by=MostRecentReview","# 6,487 ",380,870,0.96,38,"Nate"
"6488",6488,"A35HMLOGI89BG","AvgMom2","/gp/cdp/member-reviews/A35HMLOGI89BG/ref=cm_cr_tr_tbl_6488_sar?ie=UTF8&sort_by=MostRecentReview","# 6,488 ",228,1008,0.96,22,"Joe"
"6489",6489,"A1QMN8SJYRREMT","Dave Cunningham","/gp/cdp/member-reviews/A1QMN8SJYRREMT/ref=cm_cr_tr_tbl_6489_sar?ie=UTF8&sort_by=MostRecentReview","# 6,489 ",307,704,0.96,30,"Curtis"
"6490",6490,"AYRP6LYB2JQXU","Bill Baity","/gp/cdp/member-reviews/AYRP6LYB2JQXU/ref=cm_cr_tr_tbl_6490_sar?ie=UTF8&sort_by=MostRecentReview","# 6,490 ",148,842,0.96,14,"Ryan"
